englishName,isPlanet,density,gravity,discoveredBy,discoveryDate,bodyType,bodyId
Janus,False,0.63,0,Audouin Dollfus,15/12/1966,Moon,75
Epimetheus,False,0.64,0,Richard L. Walker,18/12/1966,Moon,76
Helene,False,1.3,0,Pierre Laques y Raymond Despiau y Jean Lecacheux,01/03/1980,Moon,77
Telesto,False,1,0,Bradford A. Smith y Harold J. Reitsema y Stephen M. Larson y John W. Fountain,08/04/1980,Moon,78
Calypso,False,1,0,Dan Pascu y P. Kenneth Seidelmann y William A. Baum y Douglas Currie,13/03/1980,Moon,79
Atlas,False,0.5,0,Richard J. Terrile,12/11/1980,Moon,80
Prometheus,False,0.48,0,Stewart A. Collins y D. Carlson,??/10/1980,Moon,81
Pandora,False,0.49,0,Stewart A. Collins,??/10/1980,Moon,82
Pan,False,0.42,0,Mark R. Showalter,22/08/1981,Moon,83
Ymir,False,1,0,Brett J. Gladman,07/08/2000,Moon,84
Paaliaq,False,1,0,John J. Kavelaars y Brett J. Gladman,07/08/2000,Moon,85
Tarvos,False,1,0,John J. Kavelaars y Brett J. Gladman,23/09/2000,Moon,86
Ijiraq,False,1,0,John J. Kavelaars y Brett J. Gladman,23/09/2000,Moon,87
Suttungr,False,1,0,John J. Kavelaars y Brett J. Gladman,23/09/2000,Moon,88
Kiviuq,False,1,0,Brett J. Gladman,07/08/2000,Moon,89
Mundilfari,False,1,0,John J. Kavelaars y Brett J. Gladman,23/09/2000,Moon,90
Albiorix,False,1,0,John J. Kavelaars y Brett J. Gladman,09/11/2000,Moon,91
Skathi,False,1,0,John J. Kavelaars y Brett J. Gladman,23/09/2000,Moon,92
Erriapus,False,1,0,John J. Kavelaars y Brett J. Gladman,23/09/2000,Moon,93
Siarnaq,False,1,0,John J. Kavelaars y Brett J. Gladman,23/09/2000,Moon,94
Thrymr,False,1,0,John J. Kavelaars y Brett J. Gladman,23/09/2000,Moon,95
Narvi,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna,05/02/2003,Moon,96
Methone,False,1,0,Carolyn C. Porco y Sébastien Charnoz,01/06/2004,Moon,97
Pallene,False,1,0,Carolyn C. Porco y Sébastien Charnoz,01/06/2004,Moon,98
Polydeuces,False,1,0,Carolyn C. Porco,21/10/2004,Moon,99
Daphnis,False,0.34,0,Carolyn C. Porco,01/05/2009,Moon,100
Aegir,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,12/12/2004,Moon,101
Bebhionn,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,12/12/2004,Moon,102
Bergelmir,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,12/12/2004,Moon,103
Bestla,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,13/12/2004,Moon,104
Farbauti,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,12/12/2004,Moon,105
Fenrir,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,13/12/2004,Moon,106
Fornjot,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,12/12/2004,Moon,107
Hati,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,12/12/2004,Moon,108
Hyrrokkin,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,12/12/2004,Moon,109
Kari,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,12/12/2004,Moon,110
Loge,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,13/12/2004,Moon,111
Skoll,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,12/12/2004,Moon,112
Surtur,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,12/12/2004,Moon,113
Anthe,False,1,0,Carolyn C. Porco y l'équipe Cassini,30/05/2007,Moon,114
Jarnsaxa,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,05/01/2006,Moon,115
Greip,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,05/01/2006,Moon,116
Tarqeq,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,05/01/2006,Moon,117
Aegaeon,False,1,0,Carolyn C. Porco,15/08/2008,Moon,118
S/2004 S 7,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,12/12/2004,Moon,119
S/2004 S 12,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,12/12/2004,Moon,120
S/2004 S 13,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,12/12/2004,Moon,121
S/2004 S 17,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,13/12/2004,Moon,122
S/2006 S 1,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,04/01/2006,Moon,123
S/2006 S 3,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,05/01/2006,Moon,124
S/2007 S 2,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,01/05/2007,Moon,125
S/2007 S 3,False,1,0,Scott S. Sheppard y David C. Jewitt y Jan Kleyna y Brian G. Marsden,01/05/2007,Moon,126
S/2009 S 1,False,1,0,Carolyn C. Porco,26/07/2009,Moon,127
Ariel,False,1.59,0,William Lassell,24/10/1851,Moon,128
Umbriel,False,1.46,0,William Lassell,24/10/1851,Moon,129
Titania,False,1.66,0,William Herschel,11/01/1787,Moon,130
Oberon,False,1.56,0,William Herschel,11/01/1787,Moon,131
Miranda,False,1.2,0,Gerard Kuiper,16/02/1948,Moon,132
Cordelia,False,1,0,Richard J. Terrile,20/01/1986,Moon,133
Ophelia,False,1,0,Richard J. Terrile,20/01/1986,Moon,134
Bianca,False,1,0,Bradford A. Smith,23/01/1986,Moon,135
Cressida,False,1,0,Stephen P. Synnott,09/01/1986,Moon,136
Desdemona,False,1,0,Stephen P. Synnott,13/01/1986,Moon,137
Juliet,False,1,0,Stephen P. Synnott,03/01/1986,Moon,138
Portia,False,1,0,Stephen P. Synnott,03/01/1986,Moon,139
Rosalind,False,1,0,Stephen P. Synnott,13/01/1986,Moon,140
Belinda,False,1,0,Stephen P. Synnott,13/01/1986,Moon,141
Puck,False,1,0,Stephen P. Synnott,30/12/1985,Moon,142
Caliban,False,1,0,Brett J. Gladman y Philip D. Nicholson y Joseph A. Burns y John J. Kavelaars,06/09/1997,Moon,143
Sycorax,False,1,0,Philip D. Nicholson y Brett J. Gladman y Joseph A. Burns y John J. Kavelaars,06/09/1997,Moon,144
Prospero,False,1,0,Matthew J. Holman y John J. Kavelaars y Brett J. Gladman y Jean-Marc Petit y Hans Scholl,18/07/1999,Moon,145
Setebos,False,1,0,John J. Kavelaars y Brett J. Gladman y Matthew J. Holman y Jean-Marc Petit y Hans Scholl,18/07/1999,Moon,146
Stephano,False,1,0,Brett J. Gladman y Matthew J. Holman y John J. Kavelaars y Jean-Marc Petit y Hans Scholl,18/07/1999,Moon,147
Trinculo,False,1,0,Matthew J. Holman y John J. Kavelaars y Dan Milisavljevic,13/08/2001,Moon,148
Francisco,False,1,0,Matthew J. Holman y John J. Kavelaars y Dan Milisavljevic y Brett J. Gladman,13/08/2001,Moon,149
Margaret,False,1,0,Scott S. Sheppard y David C. Jewitt,29/08/2003,Moon,150
Ferdinand,False,1,0,Matthew J. Holman y John J. Kavelaars y Dan Milisavljevic y Brett J. Gladman,13/08/2001,Moon,151
Perdita,False,1,0,Erich Karkoschka,18/01/1986,Moon,152
Mab,False,1,0,Mark R. Showalter y Jack J. Lissauer,25/08/2003,Moon,153
Cupid,False,1,0,Mark R. Showalter y Jack J. Lissauer,25/08/2003,Moon,154
Triton,False,2.05,0.78,William Lassell,10/10/1846,Moon,155
Nereid,False,1,0.071,Gerard Kuiper,01/05/1949,Moon,156
Naiad,False,1,0.01,Richard J. Terrile,18/09/1989,Moon,157
Thalassa,False,1,0.013,Richard J. Terrile,18/09/1989,Moon,158
Despina,False,1,0.023,Stephen P. Synnott,28/07/1989,Moon,159
Galatea,False,1,0.03,Stephen P. Synnott,28/07/1989,Moon,160
Larissa,False,1,0.034,Harold J. Reitsema y William B. Hubbard y Larry A. Lebofsky y David J. Tholen,24/05/1981,Moon,161
Proteus,False,1,0.075,Stephen P. Synnott y Bradford A. Smith,16/06/1989,Moon,162
Halimede,False,1,0.01,Matthew J. Holman y John J. Kavelaars y Tommy Grav y Wesley C. Fraser y Dan Milisavljevic,14/08/2002,Moon,163
Psamathe,False,1,0,Scott S. Sheppard,19/08/2003,Moon,164
Sao,False,1,0.01,Matthew J. Holman y John J. Kavelaars y Tommy Grav y Wesley C. Fraser y Dan Milisavljevic,14/08/2002,Moon,165
